H-ID,type_id,source_language 965,language 1090,author_or_creator 15 H-ID,author 1091,title 1092,date 9,century 1093,date_freetext 1094,geste 1097 H-ID,geste_freetext 1098,scripta 1099,scripta_freetext 1100,status_trad 1101,status_trad_freetext 1102,lost_older_version_choice 1103,lost_older_version_identification 1104 H-ID,ancient_translations_freetext 1105,ancient_translations_total 1106,rewritings_freetext 1107,rewritings_total 1108,note 1109,jonas_id 1110,arlima_id 1111,deaf_reference 1112,moisan_reference 1113,moisan_cycle 1114,bossuat_reference 1115,stemma 1117 H-ID,suard_reference 1118,genre 1129,subgenre 1130,form 1163,verse_type 1165,length 1166,rhyme_type 1167,arlima_link 1181
658,101,,fro,,,Girart de Roussillon,1330-01-01 00:00:00,,"XIV, c. 1330",218,Girart de Roussillon,,,surviving,,,,,,,,"Remaniement du précédent, en 6712 alexandrins (raccourcissement); pas tant un remaniement du précédent, qu'une réécriture épicisante de la Vita Gerardi. Cf. Suard p. 298.",,,,,,I p. 65,,,,,,,,,https://arlima.net/no/5123
556,101,,pro,,,Girart de Roussillon perdu,0901-01-01 00:00:00|1100-01-01 00:00:00,,X-XI,218,Girart de Roussillon,,rouss.,lost_low-cert,,,,,,,,"Situation assez compliquée, avec un certain nombre d'étapes perdues supposées: selon R. Louis, Girart comte de Vienne…, II 285-287, une chanson primitive du Roussillon fin Xe, transposée au XImed en Bourgogne en 'chanson de Vaubeton', puis, fin XIe, dotée d'une suite qui serait une source du Charles Martel en prose de 1448. Mais, P. Meyer ne pense pas que la source du Charles Martel très différente de la chanson conservée. Hackett, dans son éd., pose l'hypothèse d'un renouvellement pour le GRouss conservé. F. Lot, ""Études sur les légendes épiques françaises, II. Girart de Roussillon, Romania, s'interroge sur une hypoth. version utilisée par la KSaga; il critique la position de P. Louis dans R 70 1949, 192-233 et 355-396. Sigebert de Gembloux a été influencé par un texte traitant de cette matière, en vernaculaire ou latin, c. 1083-1105. Résumé dans la Vita Gerardi comitis, § 33-72 ? cf. Moisan sIII.",,,,,,I p. 42; sII p. 24; sIII p. 115,,,,,,,,,
558,101,,,,,Girart de Vienne,0901-01-01 00:00:00|1100-01-01 00:00:00,,X-XI,99,Girart de Vienne,,,lost_low-cert,,,,,,,,"D'après Aebischer, Girart de Vienne primitif, et Entrée d'Espagne primitive seraient antérieurs au Roland (B sIII no 1195). R. Louis, Girart comte de Vienne… suppose une 1re chanson vers milieu Xe. Version perdue connue par le Roland d'Oxford et la KS ? AInsi que par Radulfus Tortarius (m. 1114) ? Riquer suppose aussi que du Girart de Vienne primitif perdu procédérait aussi le Girart de Fraite perdu. Moisan sIII.",,,,,,,,,,,,,,,
590,101,,,,,Girart de Vienne,1300-01-01 00:00:00|1500-01-01 00:00:00,,XIV-XV,99,Girart de Vienne,,,surviving,,yes,,,,,,Version en 7861 alexandrins rimés.,,,,,,,,,,,,,,,https://arlima.net/no/1263
559,101,,,,,Girbert…,1180-01-01 00:00:00|1220-01-01 00:00:00,,XIIfin – XIIIdeb,219,Girbert...,,,lost_low-cert,,,,,,,,"Héros d'un poème inconnu, d'après le récit fait aux v. 812, 818, 823 de Gaydon. Moisan sIII.",,,,,,,,,,,,,,,
762,101,,,,,Godin 1,1200-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2,226,Godin,,pic.,fragm,,,,,,,,"Partie assonnancée, conservée par son inclusion comme fin de Godin 2.",,,,Go,Huon de Bord.,I p. 32; sII p. 24; sIII p. 109,,,,,,,,,https://arlima.net/no/3230
601,101,,,,,Godin 2,1280-01-01 00:00:00|1320-01-01 00:00:00,,XIIIfin XIVdeb,226,Godin,,pic.,surviving,,yes,,,,,,Partie rimée,,,,Go,Huon de Bord.,I p. 24; sIII p. 101,,,,,,,,,https://arlima.net/no/3230
711,101,,,,,Gormont et Isembart,1068-01-01 00:00:00|1130-01-01 00:00:00,,"XI?, 1068-1088, 1085-1110, 1100-1130, 1104, c. 1130",69,Gormont et Isembart,,norm. / fr.,fragm,,maybe,,,,,,"Bossuat n°472: ""la chanson primitive connue par Hariulf aurait été combinée avec une légende anglaise par un remanieur anglo-normand"". Moisan sIII : connue dans le Ponthieu dès 1088. Philippe Mouskés résume une version qui avait court de son temps et diffère déjà du fragm. conservé (c. 1230). Vers 1330, nouvelle rédaction pas conservée, et dérimée en 1415 pour être insérée dans le roman de Loher und Maller. Ressemble à la version Mouskés, mais pas tout à fait.  B ENNETT , Philip E. : A New Look at the «Gormont et Isembart» Fragment, Brussels, Bibliothèque Royale Albert 1 er , MSII, 181, dans Epic Studies..., pp. 123-132",,,,GI,Nord,sIII p. 129,,,,,,,,,https://arlima.net/no/283
745,101,,,,Graindor de Brie,Moniage Rainouart 1,1170-01-01 00:00:00|1200-01-01 00:00:00,,"XII, vers 1170 en Sicile, ou 1190-1200",113,Moniage Rainouart,,,surviving,,maybe,,,,,,Existe un Moniage 2 et 3 ?,,,,MR1,"Rainouart, Guillaume",I p. 60; sII p. 27; sIII p. 132,,,,,,,,,https://arlima.net/no/1705
709,101,,,,Graindor de Brie? Guillaume de Bapaume?,Bataille Loquifer,1175-01-01 00:00:00|1200-01-01 00:00:00,,XII3/3,108,Bataille Loquifer,,pic.,surviving,,maybe,,,,,,"A 15th c. prose rewriting exists in the roman de Guillaume d'Orange en prose (2 manuscripts). Prefer Tyssens to Barnett stemma. 
Remaniement par Graindor de Brie d'une version antérieure? cf. aussi Moniage Rainoart I. Cf. Moisan sIII.",,,,BL,"Rainouart, Guillaume",I p. 19; sIII p. 97,,,,,,,,,https://arlima.net/no/802
621,101,,,,"Graindor de Douai [?, plutôt non]",Chrétienté Corbaran,,,,940,Conquete de Jerusalem,,,surviving,,,,,,,,continuation du chevalier au cygne,,,,,,I p. 60; sII p. 27; sIII p. 132,,,,,,,,,https://arlima.net/no/922
775,101,,fro,,Graindor de Douai,Antioche,1180-01-01 00:00:00|1200-01-01 00:00:00,,"XIIfin, 1180-1200",184,Antioche,,pic.,surviving,,yes,,,,,,Remaniement d'une chanson préexistante supposée du pélerin Richard.,,,,CA1,Croisade,I p. 20; sIII p. 98,,,,,,,,,https://arlima.net/no/255
524,101,,,,Graindor de Douai,Chetifs,1180-01-01 00:00:00|1200-01-01 00:00:00,,"XII, c. 1180-1200",185,Chetifs,,pic.,surviving,,yes,,,,mise en prose (Ch2) fin XIIIe pic.,,Bossuat 'complète les deux chansons de Graindor de Douai'.,,,,Ch,Croisade,,,,,,,,,,https://arlima.net/no/5034
535,101,,,,Graindor de Douai?,Conquete de Jerusalem,1180-01-01 00:00:00|1200-01-01 00:00:00,,"XII, c. 1180-1200",940,Conquete de Jerusalem,,pic.,surviving,,yes,,,,,,renouvellement de Graindor de Douai? cf. Moisan.,,,,CJ,Croisade,I p. 22; sII p. 22; sIII p. 99,,,,,,,,,https://arlima.net/no/300
594,101,,pro,,Gregoire Bechada,Antiocha,1130-01-01 00:00:00|1145-01-01 00:00:00,,"XII, 1130-1145",184,Antioche,,"lim., Nord-Rouergue",surviving,,,,,,,,,,,,CaA,Croisade,,,,,,,,,,https://arlima.net/no/743
661,101,,,,,Gui de Bourgogne,1180-01-01 00:00:00|1240-01-01 00:00:00,,"XIII (après 1211?), XIIfin XIIIdeb, 1210-1240",139,Gui de Bourgogne,,NA,surviving,,,,,,,,Bossuat sIII no 1031: fragms Anseïs de Carth. et G. de Bourg.,,,,GB,Charlemagne,,,,,,,,,,https://arlima.net/no/287
662,101,,,,,Gui de Nanteuil,1180-01-01 00:00:00|1220-01-01 00:00:00,,"XIIfin-XIIIdeb, 1164-1207 ou 1195-1198",122,Gui de Nanteuil,,fr. ou champ. mérid.,surviving,,,,,,,,"Citations de Claude Fauchet de 108 v., cf. Moisan sIV Fau. Manuscrit franco-italien.",,,,GN,Nanteuil,,,,,,,,,,https://arlima.net/no/341
763,101,,,,,Gui de Tournant,1300-01-01 00:00:00|1400-01-01 00:00:00,,XIV,66,Gui de Tournant,,NA,fragm,,,,,,,,"A. Thomas, R 42 1913 439-442 + ID, R 44, 1915-1917, 99-100. Arlima: "" Chanson de geste aujourd'hui perdue mais qui est évoquée dans la Chanson de Bertrand du Guesclin de Cuvelier, dans la version en prose de Garin de Monglane imprimée par Trepperel et, au XVIIe siècle, par quelques historiens de la langue française, notamment Pière de Caseneuve, qui en extrait quelques vers comportant des termes intéressants du point de vue lexicographique.""",,,,GT,indép.,,,,,,,,,,https://arlima.net/no/1291
663,101,,fro_ENG,,,Gui de Warwick,1200-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2,181,Gui de Warwick,,,surviving,,,,,,,,,,,,,,sIII p. 183,899,,,,,,,,https://arlima.net/no/1292
737,101,,,,,Guibert d'Andrenas,1180-01-01 00:00:00|1225-01-01 00:00:00,,XIIfin ou XIII1/4; av. 1225,100,Guibert d'Andrenas,,IdF ou champ.,surviving,,maybe,,,,,,Moisan sIII. Existence débattue d'une version antérieure perdue.,,,,GA,Guillaume,,871,,,,,,,,https://arlima.net/no/285
628,101,,pro,,Guilhem de Tudèle + continuateur anonyme,Crosada / Croisade albigeoise,,,,200,Crosada,,,surviving,,,,,,,,"Œuvre de Guilhem de Tudela, pour la période 1209 à 1213 (vers 1 à 2772).",,,,,,I p. 63; sII p. 28,,,,,,,,,https://arlima.net/no/1300
738,101,,,,,Guillaume,1080-01-01 00:00:00|1170-01-01 00:00:00,,"XI, 1080, 1100, 1140, 1150, 1170",85,Guillaume,,,surviving,,maybe,,Willehalm de Wolfram v. Esch.,,,,"En deux parties, le Guillaume 1 d'après 1170 intégrant une Chanson de Vivien primitive; le Guillaume 2 intégrant une Chanson de Rainouart primitive. Traces de poèmes latins sur Guillaume dès avant 980-1030.",,,,G1-2,"Guillaume, Vivien, Rainouart",,,,,,,,,,https://arlima.net/no/1302
586,101,,,,Guillaume de Bapaume? [probablement pas],Aliscans,1200-01-01 00:00:00|1300-01-01 00:00:00,,XIII,83,Aliscans,,,surviving,,,,"Willehalm de Wolfram v. Esch., Alischanz allemand",,,,aussi version franco-italienne. Alischanz allemand (fragm. ?),,,,Al,"Guillaume, Rainouart, Vivien",I p. 56; sIII p. 129,862,,,,,,,,https://arlima.net/no/252
746,101,,,,Guillaume de Bapaume?,Moniage Rainouart 2,1170-01-01 00:00:00|1200-01-01 00:00:00,,"XII, vers 1170 ou 1190-1200",113,Moniage Rainouart,,,surviving,,maybe,,,,,,,,,,MR2,"Rainouart, Guillaume",sIII p. 133,,,,,,,,,https://arlima.net/no/1705
537,101,,,,,Guitaclin,,,,166,Saxons,,,lost,,,,"norroise, néerlandaise?",,,,"Jean Bodel affirme renouveler une matière préexistante de vieilles chansons. On peut aisément le croire: citations d'une chanson perdue dans la KSaga; épisode de la Gran Conquista de Ultramar, venant d'une version antérieure à J Bodel; 1re et 5e branches de la KS. Existe aussi un Gwidekijn van Sassen néerlandais (même texte?); cf. BESAMUSCA , Bart : Unidentifizierte mittelniederländische Karlsepen. Die «Idée fixe» der mittelniederländischen Literatur als Übersetzungsliteratur, dans Chansons de geste im europäischen Kontext..., pp. 26-35.",,,,,,I p. 39; sIII p. 112,,,,,,,,,
733,101,,,,Herbert le Duc de Dammartin,Fouque de Candie,1180-01-01 00:00:00|1210-01-01 00:00:00,,"XIII, 1180-1185 ou 1210",96,Fouque de Candie,,IdF,surviving,,maybe,,,,,,"Cf. Bossuat sIII, no 1064: MJ Barnett suppose une version antérieure à celle conservée de Fouque de Candie, qu'aurait connu l'auteur de la Bataille Loquifer.",,,,FC,Guillaume,,,,,,,,,,https://arlima.net/no/111
765,101,,,,,Hernaut de Beaulande,1250-01-01 00:00:00|1400-01-01 00:00:00,,"XIII, 1250-1300; XIV [Arlima]",94,Hernaut de Beaulande,,NA,fragm,,,,,,roman en prose du XIVe-XVe,,cf. aussi B sIII no 1204.,,,,EB,"Garin de Monglane, Charlemagne",,,,,,,,,,https://arlima.net/no/1361
664,101,,,,,Hervis de Metz,1200-01-01 00:00:00|1250-01-01 00:00:00,,"XIII, c. 1250 ou XIIIdeb, av. 1215 [Herbin] XIII 1/4 (av. 1225) [DEAF]",81,Hervis de Metz,,lorr.,surviving,,,,,,,,"Mention de Claude Fauchet, cf. Moisan sIV Fau.",,,Hervis,HM,Lorrains,I p. 59,877,,,,,,,,https://arlima.net/no/1363
560,101,,,,,Horn,,,,170,Horn,,,lost_low-cert,,,,,,,,"Source du Horn dû à 'Thomas' et possible source aussi du King Horn moyen anglais, du XIIIe? Moisan sIII.",,,,,,I p. 45; sIII p. 115,,,,,,,,,
740,101,,,,,Hugues Capet,1300-01-01 00:00:00|1359-01-01 00:00:00,,XIVdeb ou c. 1359,67,Hugues Capet,,paris. natif du Hainaut,surviving,,maybe,,allemande (Elisabeth de Lorraine-Vaudémont),,,,"Hugues Capet conservé serait un remaniement wallon/Hainaut de la chanson primitive. Cf. R. Bossuat, R 71 1950, p. 459. Moisan sIII.",,,,HC,indép.,,,,,,,,,,https://arlima.net/no/364
561,101,,,,,Hugues de Tabarie,,,,198,Hugues de Tabarie,,,lost_low-cert,,,,néerlandaise?,,,,"Source d'un roman néerlandais, lui-même perdu, mais remanié dans le fragment de Prague (1350-1400). Serait une deuxième continuation de Baudouin de Sebourc. Moisan sIII ou HT etr.",,,,,,,,,,,,,,,
562,101,,,,,Huon d'Auvergne,,,,68,Huon d'Auvergne,,,lost_low-cert,,,,,,,,"Modèle supposé de la version fr-it, aussi reprise par l'Histoire de Charles Martel en prose, du XVe. Moisan sIII.",,,,,,,,,,,,,,,
665,101,,,,,Huon de Bordeaux en alex.,1216-01-01 00:00:00|1229-01-01 00:00:00,,"XIII, 1216-1229",223,Huon de Bord.,,pic.,surviving,,,,néerlandaise,,remaniement en prose,,"Remaniement de la version en décas. Bossuat II: Owen, FS 7 1953 129-139, chanson serait inspirée d'une version primitive de Huon d'Auvergne, réécrite sous forme burlesque. Vers. néerl.: L ENS , Mieke : «Huge van Bordeeus», dans Olifant, 23 (1), 2004, pp. 80-93; aussi, L ENS , Maria, Johanna : « Huge van Bordeeus » : een ridder van Karel de Grote op avontuur in het Oosten. Onderzoek — 99 —naar de Middelnederlandse versfragmenten en prozaroman, Groningen, 2004, 296 pages (Thèse).",,,,HB,Huon de Bord.,I p. 82,,,,,,,,,https://arlima.net/no/1384
666,101,,,,,Huon de Bordeaux en décas.,1260-01-01 00:00:00|1268-01-01 00:00:00,,"XIII, c. 1260-1268",223,Huon de Bord.,,,surviving,,,,,,,,"Un peu complexe, mais: 1 vers. en décasyllabes; 1 en alexandrin; 1 prologue du ms. de Turin (Auberon), diverses continuations dans le ms. de Turin (Esclarmonde, Clarisse et Florent, Yde et Olive), cf. En outre, poème allemand 'Ortnit' aurait la même source.",,,,HB?,Huon de Bord.,,869,,,,,,,,https://arlima.net/no/1384
512,101,,,,Huon de Villeneuve,Doon de Nanteuil,1180-01-01 00:00:00|1200-01-01 00:00:00,,XII fin,121,Doon de Nanteuil,,NA,fragm,,maybe,,,,,,"voir publication fragments par Paul Meyer, R, 13 (1884), p. 1-18., XII2/2. Ne nous reste qu'un fragment de 250 v. copiés par Claude Fauchet, cf. Moisan sIV Fau. Serait un remaniement par Huon d'une chanson perdue. Voir aussi Moisan sIII.",,,,DN,"Nanteuil,Charlemagne",,,,,,,,,,https://arlima.net/no/1044
669,101,,,,,Huon et Calisse,1280-01-01 00:00:00|1320-01-01 00:00:00,,XIIIfin XIVdeb,223,Huon de Bord.,,pic.?,surviving,,,,,,,,,,,,HuCa,Huon de Bord.,,,,,,,,,,https://arlima.net/no/1384
670,101,,,,,Huon et les géants (continuation HB),,,,227,Huon et les geants,,,surviving,,,,,,,,Dans quelle mesure il ne faudrait pas faire un seul lot des continuations du ms. de Turin?,,,,,,,,,,,,,,,
752,101,,,,Jean Bodel d'Arras,Saxons / Saisnes,1170-01-01 00:00:00|1220-01-01 00:00:00,,"XII, c. 1170-1200, c. 1200, XIIfin XIIIdeb",166,Saxons,,pic.,surviving,,maybe,,espagnole,,,,2 rédactions distinctes; inspirerait des 'romances' espagnols (Bossuat II),,,,Sa,Charlemagne,,,,,,,,,,https://arlima.net/no/9
655,101,,,,Jean d'Outremeuse,Geste de Liege,,,,64,Geste de Liege,,,surviving,,,,,,,,"laisses d'alexandrins, 53000+ vers. Reprend une geste de Lanson, mais d'une source différente.",,,,,,,,,,,,,,,https://arlima.net/no/1482
756,101,,,,Jean d'Outremeuse,Ogier le Danois,,,,126,Chevalerie Ogier,,,fragm,,,,,,,,"Chanson de J. d'Outremeuse perdue, dont il cite des extraits en laisses de décasyllabes rimés, voir A. Goose, «Ogier le Danois, chanson de geste de Jean d'Outremeuse, R, 86 1965 145-198.",,,,,,,,,,,,,,,
652,101,,,,Jean de Flagy?,Garin le Lorrain,1180-01-01 00:00:00|1200-01-01 00:00:00,,XIIfin,79,Garin le Lorrain,,champ.,surviving,,,,,,,,"Auteur à chercher parmi 'les familiers de l'abbaye Saint-Amand-les-Eaux' (Bossuat sIII no 1158). Mention de Claude Fauchet, cf. Moisan sIV Fau.",,,,GL,Lorrains,,877,,,,,,,,https://arlima.net/no/214
654,101,,,,Jean de Flagy?,Gerbert de Metz,1180-01-01 00:00:00|1210-01-01 00:00:00,,"XIIfin, c. 1185-1210",80,Gerbert de Metz,,champ./pic.?,surviving,,,,,,,,,,,GerbMetz,GM,Lorrains,I p. 81; sII p. 33; sIII p. 182,877,,,,,,,,https://arlima.net/no/1231
591,101,,fro_IT,,Johannes de Bononia,Anseïs de Carthage,,,,164,Anseïs de Carthage,,,surviving,,,,,,,,À partir d'un modèle pic./wall.; 2 fragts.,,,,AC2etr,Charlemagne,,,,,,,,,,
672,101,,,,,Jourdain de Blaye ou Blaive,1180-01-01 00:00:00|1300-01-01 00:00:00,,XIIfin ou XIII,73,Jourdain de Blaye,,IdF?,surviving,,,,néerlandaise,,Deux versions en prose,,"Version néerlandaise (peut-être basée sur un souvenir d'audition du traducteur, K UIPER , Willem et B IEMANS , Jos (éds) : « Jourdein van Blaves », editie van de bewaardgebleven fragmenten, dans T.N.T.L., 120, 2004, pp. 211-246.)",,,,JB,Blaives,,,,,,,alexandrines,,,https://arlima.net/no/372
673,101,,,,,Jourdain de Blaye ou Blaive,1300-01-01 00:00:00|1500-01-01 00:00:00,,XIV-XV,73,Jourdain de Blaye,,,surviving,,,,,,,,Remaniement en 23193 alexandrins rimés avec vers hexasyll. en fin de laisse; 2 mss. Cf. Suard p. 295.,,,,,,I p. 83; sIII p. 183,,,,,,alexandrines,,,https://arlima.net/no/372
538,101,,,,,Justamont ?,,,,167,Saxons?-Justamont?,,,lost,,,,,,,,"Nom du père de Guiteclin, peut-être dérivé de « Diotmund » (protecteur du peuple), dans la Chanson des Saxons, qui pourrait avoir fait l'objet d'une chanson propre, selon Rajna, Contributi  alla Storia… p. 33-34, et se retrouverait dans un des fragments d'un Floovant holandais.",,,,,,,,,,,,,,,
674,101,,fro_IT,,,Karleto [Geste Francor],1200-01-01 00:00:00|1300-01-01 00:00:00,,XIII,177,Mainet,,,surviving,,,,,,,,,,,,K1 etr.,Charlemagne,,,,,,,,,,https://arlima.net/no/3368
523,101,,,,,Landri le Timonnier,1100-01-01 00:00:00|1160-01-01 00:00:00,,av. 1160.,169,Landri le Timonnier,,,lost,,,,,,,,"supposée à partir du Moniage Guillaume. Voir F. Lot, R, 32 1903 1-17; MC Spalding, PMLA, 25 1910 152-163; M. Delbouille, RBPH, 5 1926 339-350. Moisan sIII: 'Cantilena de Landrico' mentionnée par Pierre le Chantre vers 1187-1197 (PL 205 col. 101). Un écho peut-être dans l'Origo et historia brevis Nivernensium comitum c. 1160. À distinguer peut-être: un possible Landri et Aye d'un Auchier et Landri (cf. F. Lot).",,,,,,,,,,,,,,,https://arlima.net/no/3332
563,101,,pro,,,Las Navas,,,,202,Las Navas,,,lost_low-cert,,,,,,,,"Chron. catalane de Bernard Descolat (1283-1286) contient quelques assonances, qui mènent à supposer un chanson sur la bataille de Las Navas de Tolosa, de Guilhem de Tudela, auteur de la Canso de la crosada 1. Cf. Moisan sIII.",,,,,,,,,,,,,,,
741,101,,,,,Lion de Bourges en alexandrins,1280-01-01 00:00:00|1320-01-01 00:00:00,,XIIIfin XIVdeb,71,Lion de Bourges,,pic. ou pic. lorr.,surviving,,maybe,,allemande (Elisabeth de Lorraine-Vaudémont),,,,Moisan sIII. La traduction allemande par Elisabeth de Lorraine-Vaudémont pourrait se fonder sur une version perdue.,,,,LB,"indép., Charlemagne",I p. 86,,,,,,,,,https://arlima.net/no/1590
624,101,,,,,Lion de Bourges en octosyllabes,1300-01-01 00:00:00|1340-01-01 00:00:00,,av. fin XIV,71,Lion de Bourges,,,surviving,,yes,,,,,,Remaniement de la précédente.,,,,LB,"indép., Charlemagne",,,,,,,,,,https://arlima.net/no/1590
564,101,,,,,Lohier / conflits des fils de Charlemagne,,,,72,Lohier et Malart,,,lost_low-cert,,,,,,,,Hypothétique chanson source de la 2e partie du Lohier et Malart.,,,,,,I p. 46; sIII p. 118,,,,,,,,,
766,101,,,,,Lohier et Malart,,,,72,Lohier et Malart,,,fragm,,,,"allemande (Elisabeth de Lorraine-Vaudémont), néerlandaise",,,,"Dans sa 3e partie, remaniement de Gormont et Isembart, cf. U. Mölk et D. Kullmann, « Lohier et Malart. Fragment d'une chanson de geste disparue », Romania 110, 1989, p.466-492 + version néerlandaise. Traduit en prose allemande par Elisabeth de Lorraine-Vaudémont ép. Nassau-Sarrebruck, en 1437, à partir d'une copie du texte français exécuté sur la commande de sa mère, Marguerite de Vaudémont et Joinville, épouse de Ferri, duc de Lorraine, en 1405. Cette même Élisabeth aurait traduit trois autres gestes: Herpin, Sibille, Huge Scheppel. Le ms. de 1405 devait contenir un cycle Lion de Bourges, Reine Sebile, Lohier et Malart, Hugues Capet. Lohier = Lothaire, fils de Charlemagne Les trois parties de Lohier et Malart se basent probablement sur des chansons antérieures séparées (et perdues auj.): - une reprise de motifs qui figurent dans Floovant; - une chanson perdue sur le conflit des fils de Charlemagne; - un remaniement de Gormont et Isembart. Références à Lohier et Malart dans Hugues Capet, Tristan de Nanteuil, Galien li restorés, Godefroid de Bouillon, Charles le Chauve, Ciperis de Vignevaux… On peut supposer au moins 6 mss perdus de cette chanson (cf. Mölk). Fragm. Hessisches Hauptstaatsarchiv Wiesbaden, Abt. 1105, Nr. 40, du XV 1/2. Peut-être du manuscrit même de 1405 déjà cité, en tout cas proche géogr. et chronol. Lien possible aussi avec Arnaïs d'Orléans, Sansonnet, … Car la chronique française dit que ""Sansonnet tint depuis le royaume de Hongrie de par Lohier, ung des fils Karlemaine, qui se fist empereur"". Sur cette chanson, voir aussi: B USCHINGER , Danielle : Le roman en prose en Allemagne à la fin du Moyen Âge, ses relations avec la France, dans Kultureller Austausch und Literaturgeschichte..., pp. 155-174. Possible survivance de quelques centaines de vers, cf. https://www.arlima.net/il/lohier_et_malart.html , Wiesbaden, Hessisches Hauptstaatsarchiv, Abt 1105 Nr 40 et Mölk, Ulrich, « Lohier et Malart, Fragment eines verschollenden französischen Heldenepos », Nachrichten der Akademie der Wissenschaften Göttingen, t. 1, Philologisch-historische Klasse, Heft 5, 1988, p. 135-164.",,,,,,,,,,,,,,,https://arlima.net/no/3309
543,101,,,,,Mabrien,,,,134,Mabrien,,,fragm,perdue / fragm?,,,,,,,"Suard p. 274: il a probablement existé un Mabrien [XIVe-XVe] en vers qui mettait un terme au remaniement de Renaut de Montauban. Voir V ERELST , Philippe (éd.) : «Mabrian». Roman de chevalerie en prose, Édition de Paris, Jacques Nyverd, 1530, vol. 2, Genève, Droz, 2010 (Romanica Gandensia, 41), 179 pages: Rencesvals, ""complète l'édition critique du Mabrian en prose (…)  La comparaison de certains passages de l'imprimé étudié avec la prose manuscrite et un fragment en vers permet à l'A. de mettre en évidence différents états successifs du récit.""",,,,,,I p. 40; sIII p. 112,,,,,,,,,
657,101,,fro_IT,,,Macario [Geste Francor],1300-01-01 00:00:00|1350-01-01 00:00:00,,XIVdeb ou XIV 1/2,180,Reine Sébile,,,surviving,,yes,,,,,,remaniement franco-italien du précédent,,,,Mac,Charlemagne,I p. 85,,,,,,,,,https://arlima.net/no/1613
525,101,,,,,Maillefer,1200-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2,112,Maillefer,,,lost,,,,,,Oui,,"Résumé d'une geste perdue supposée, d'après prose BnF fr. 796, 1497, cf. J Runeberg, Études sur la geste de Rainoart, 1905, 77-80. Épisode intercalé dans MG2 qui dériverait de ce poème perdu, cf. Moisan sIII.",,,,Mai,"Rainouart, Guillaume",,,,,,,,,,
742,101,,,,,Mainet / Enfances Charlemagne,1150-01-01 00:00:00|1200-01-01 00:00:00,,XII2/2 ou XIIfin,177,Mainet,,Est,fragm,,yes,,"Karleto, allemande (Karlmeinet), néerlandaise perdue reprise dans Karlmeinet, espagnole (Cantar de Mainete) perdue,",,,,Fragms fr. et version franco-italienne subsiste. Faire une entrée Karleto? Remaniement d'une œuvre tolédane déb. XIIe (Moisan)? Aussi mentionnée par Robert de Gretham [cf. thèse]. Suard p. 201: original antérieur d'un demi-siècle. + Nouveau fragment publié par J.C. Herbin,,,,M,Charlemagne,I p. 21,,,,,,,,,https://arlima.net/no/3335
675,101,,,,,Maugis d'Aigremont,1200-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2,135,Maugis d'Aigremont,,Beauvaisis,surviving,,,,néerlandaise fragm,,mise en prose,,"Parfois découpée en Enfances Maugis, Mort Maugis, etc. À éclaircir. Possible poème perdu, d'après la comparaison entre Rinaldo de Montalbano, avec le Maugis néerlandais (reconstitué), cf. Moisan sIII. Vers. néerl: D UIJVESTIJN , Bob : « Madelgijs », dans Olifant, 23 (1), 2004, pp. 95-110.",,,,MA,"Doon de Maience, Charlemagne",,,,,,,,,,https://arlima.net/no/1663
526,101,,,,,Meurvin,1200-01-01 00:00:00|1400-01-01 00:00:00,,XIII – XIV,130,Meurvin,,,lost,,,,,,,,"Meurvin, fils d'Ogier, d'après roman du XVIe, Bibliothèque universelle des romans, février 1778, 168-179; impr. Paris 1539. Selon Doutrepont, probable poème du XIVe en alexandrins, cf. Moisan sIII.",,,,Meu,Doon de Maience,I p. 54; sIII p. 129,,,,,,,,,
565,101,,pro,,,Mon Melian,1100-01-01 00:00:00|1160-01-01 00:00:00,,av. 1160,151,Mon Melian,,,lost_low-cert,,,,,,,,"3 vers de l'Ensenhamen de Guiraut de Cabrera (115-117), m. 1160, et Cronica de Jacopo d'Acqui témoignent d'un texte relatant la captivité de Charlemagne dans le château sarrasin de Montmélian. Moisan sIII.",,,,,,,,,,,,,,,
767,101,,,,,Moniage Guillaume perdu,1180-01-01 00:00:00|1220-01-01 00:00:00,,XIIfin-XIIIdeb,91,Moniage Guillaume,,NA,fragm,,,,,,,,"Pamfilova, X., « Fragments de manuscrits de chansons de geste », Romania, 57, 1931, p. 504-547, DOI: 10.3406/roma.1931.4053",,,,CG,Guillaume,,,,,,,,,,https://arlima.net/no/1704
743,101,,,,,Moniage Guillaume. Première rédaction,1160-01-01 00:00:00,,"XII, c. 1160",91,Moniage Guillaume,,"NE IdF, pic.",surviving,,maybe,,,,,,"version en décas. avec petit vers. Remaniement? NB que l'existence de versions perdues est possible, ainsi que la perte de la fin du texte, d'après le roman en prose, cf. Moisan sIII.",,,,MG1,Guillaume,,,,,,,,,,https://arlima.net/no/1704
744,101,,,,,Moniage Guillaume. Seconde rédaction,1180-01-01 00:00:00|1190-01-01 00:00:00,,"XII?, c. 1180-1190",91,Moniage Guillaume,,"NE IdF, pic.",surviving,,maybe,,,,,,version en alex.,,,,MG2,Guillaume,,,,,,,,,,https://arlima.net/no/1704
